,Date,User,Tweet
3831,2020-09-18 18:03:46+00:00,CAnitaLee1,"The Mississippi Supreme Court handed @MississippiSOS a victory today, ruling that voters must have an official physician's quarantine directive to avoid the polls because of #COVID19."
3832,2020-09-18 17:58:26+00:00,jonathanhealy,"Not just Dublin. 

We all need to step up our game. 

Think twice. 

The virus wants us to slip up. 

#COVID19"
3833,2020-09-18 17:58:16+00:00,GeoRebekah,"#FloridaCovid update 9/18: Testing numbers by @HealthyFla are off, looking into now w/others.

1 in 14 kids tested for #COVID are positive. Martin 26% pos last 7 days for pediatrics. 35/67 counties % pos pediatric &gt;5%.

1,700 cases in Florida schools confirmed. @thecovidmonitor"
3834,2020-09-18 17:57:49+00:00,oldirtyshirt___,I honestly could use a hug right now. Two of my friends tested positive. There’s another storm brewing in Europe and the second wave it’s here. I swear I never wanted to be in my parents arms as much as I want now! Haven’t seen family for over 1.5y😔  #SecondLockdown #COVID19
3835,2020-09-18 17:54:04+00:00,MattHancock,"Shanah Tovah to the Jewish communities across Britain &amp; around the world.

I recognise that #RoshHashanah will be especially difficult this year with the #coronavirus restrictions &amp; I want to thank you all for following the rules to protect others."
3836,2020-09-18 17:53:28+00:00,AntheaJayne4,"My god!!

Just watched a bit of @BBCNews followed by @itvnews.

It's enough to make you want to bloody top yourself, isn't it??? 🙄😮🤦🤦

Don't worry.

I didn't.

I had a Cadbury's Twirl instead.
😁👍🍫🍫😂🤣😂

#COVID19 #Lockdown2"
3837,2020-09-18 17:52:58+00:00,oohmercyme,"What am I missing about a lockdown curfew between 10pm and 5am? 

Realistically how does that reduce the risk? Does #Covid not exist b/t 5am and 10pm when most people are out and about?

What am I not understanding?
#SecondLockdown"
3838,2020-09-18 17:52:33+00:00,stefanhoggan,"So both the First Minister of Wales @MarkDrakeford and the First Minister of Scotland @NicolaSturgeon have requested a #COBRA meeting to discuss how to jointly tackle the sharp rise in #COVID19 cases. 

@BorisJohnson said no! How arrogant and reckless. #WhereIsBoris ?"
3839,2020-09-18 17:51:42+00:00,robferguson1,"NEW: Premier Doug Ford says Ontario will be restricting the size of social gatherings in other areas of the province beyond Toronto, Peel and Ottawa at the request of mayors and medical officers. Does not say where. I'm betting my hometown of #LdnOnt will be one. #COVID19 #onpoli"
3840,2020-09-18 17:49:00+00:00,Liamfoxactor,"In no way am I against keeping a grip on this #covid19 with lockdowns to protect the @NHSDigital but the @Conservatives have proved they’re unfit to rule. What a shower of s...t, confuse everyone then blame the stupid...this is now pathetic!!! Btw enjoy your next shoot!! 😡"
3841,2020-09-18 17:48:07+00:00,robertbenzie,"Premier Doug Ford says Shoppers Drug Mart, Rexall, and Walmart will soon be delivering #COVID19 tests.
""We can't run at government speed, we have to run at COVID speed.""
#onpoli"
3842,2020-09-18 17:47:05+00:00,GailRenard,We're having a second wave of an incompetent government. #COVID19
3843,2020-09-18 17:45:16+00:00,carnsoreboxer,"#COVID19 
Today 6 months ago, 18th March, the 3rd person died from #COVID__19 
6 months later the total number of #COVID19 deaths is 1792, I repeat 1792 therefore in 6 months there has been an additional 1789 since Mum died. Please please adhere to restrictions"
3844,2020-09-18 17:45:07+00:00,ANI,"In order to strengthen the home isolation care of #COVID19 patients across the state, Haryana Health Department has issued new guidelines, wherein emphasis has been laid on in-person visits by ‘District Home Isolation Monitoring Team’ on every alternate day: State Government"
3845,2020-09-18 17:43:33+00:00,gavingeorge88,Can somebody explain to me why at 3.3k average daily cases were only seeing 14 deaths per day compared to 3.3k cases and 380 deaths in may? Is #Covid less deadly now? #SecondLockdown #SecondWave
3846,2020-09-18 17:42:28+00:00,CardiBIreland,"My city is going into local lockdown from midnight tonight 😰 this #coronavirus sh*t is getting serious again, will it ever end 😭 stay safe everyone"
3847,2020-09-18 17:40:23+00:00,RobertTyreBute,.@BBCandrewkerr reports that requests for #COBRA meeting from @NicolaSturgeon &amp; @MarkDrakeford have been refused by #borisjohnson. Can the UKGOV get any more arrogant or incompetent? #COVID19 #DailyBriefing #bbcgms #SecondWave #politicsscotland #marr #ridge
3848,2020-09-18 17:39:34+00:00,robertbenzie,"""I am pushing the system like no one's ever pushed it before,"" Premier Doug Ford says of Ontario health care.
#onpoli 
#COVID19"
3849,2020-09-18 17:36:23+00:00,Gulluf921,"So cases rise = lockdown. Then lockdowns released = cases obviously rise = hysteria, so people freak out and  lock down again.

This is never going to end. We keep going back to square one and aren't progressing back to any sort of normality!.

#COVID19 #CovidUK #coronavirus"
3850,2020-09-18 17:35:36+00:00,NeilSanghavi,"Second wave of #coronavirus has started in Europe! 

In #India we don’t have waves.. we have a sea stupid people and thus we have a Tsunami of #coronavirus"
3851,2020-09-18 17:34:25+00:00,Harryslaststand,"Never Forget: #DougFord who now says ""without healthcare, we don't have an economy,"" rolled back the previous liberal governments legislation of paid sick days for all workers. #cdnpoli, #COVID19"
3852,2020-09-18 17:31:19+00:00,mojos55,"My Grand Daughter Heidi has been sent home from School ..Her friend has tested for #covid ...Her Fear is palpable ..Frightened to have this virus herself ..or pass on to her siblings or GrandParents ... 
No one explains this is a preventative measure ...."
3853,2020-09-18 17:30:05+00:00,AnaCabrera,"#URGENT: CDC updates, again, guidelines on testing people without #COVID19 symptoms--
 
It rolls back controversial changes made to the site last month and once again stresses that anyone who has been in contact with an infected person should be tested for #coronavirus."
3854,2020-09-18 17:28:36+00:00,KiranKS,"Only two states in India right now have more than 1 lakh active #COVID19 cases. 

Maharashtra : 3,02,135 
Karnataka: 1,03,650 

If Uddhav Thackeray and BS Yediyurappa start strict control for 30 days, we might see no state with six digit active cases by the end of October."
3855,2020-09-18 17:23:03+00:00,michaelcoren,"Well, it's a marvellous night for a moondance
With the stars up above in your eyes
A fantabulous night to catch covid
'Neath the cover of October skies
#VanMorrison #coronavirus"
3856,2020-09-18 17:21:23+00:00,Harryslaststand,"The fact is Canadians if you want properly funded public healthcare, stop electing conservative provincial governments who are hell bent on privatizing healthcare to enrich themselves and their corporate chums.  #cdnpoli #COVID19"
3857,2020-09-18 17:20:04+00:00,Jonathan_MBanks,I've decided I'm not going to go to major recording artists for #COVID19 or #Brexit advice. Neither am I going to ask my GP for music recommendations... 🙄🙄🙄
3858,2020-09-18 17:18:51+00:00,shukla_tarun,Noticed some ambulance drivers driving without masks and talking on phone. Alarming levels of carelessness (across markets also) when over 1000 are dying of #coronavirus in India every day.
3859,2020-09-18 17:18:11+00:00,NadineORegan,"Feeling very sorry for all the restauranteurs and their staff in Dublin. Order takeaways, everyone! There has never been a better time or reason to indulge in something tasty. 🥘 #COVID19 #supportdublinrestaurants"
3860,2020-09-18 17:15:22+00:00,PTI_News,"Chandigarh records 4 more #COVID19 deaths, 260 fresh cases. Infection tally rises to 9,506, of which 2,978 are currently active. Death toll now 110: Medical bulletin."
3861,2020-09-18 17:15:19+00:00,Kooris_C,"A second wave you say? In my country? Caused by sheer incompetence? Allow me to out my shocked face on...
#COVID19 #SecondWave #SecondLockdown"
3862,2020-09-18 17:13:40+00:00,PTI_News,"Madhya Pradesh records its highest single-day spike of 2,552 new #COVID19 cases, infection tally jumps to 1,00,458. Twenty-four more fatalities push death toll to 1,901. Number of active cases stands at 21,605: Officials"
3863,2020-09-18 17:12:48+00:00,DavidPaulBooth1,"So they're calling the local restrictions 'circuit breaks' now. What will the slogan be? Stay at Ohm?
#Lockdown #COVID19"
3864,2020-09-18 17:10:11+00:00,PoliticsPollss,"The UK is ""now seeing a second wave"" of Covid-19, Prime Minister Boris Johnson has said, adding ""it's been inevitable we'd see it in this country"". Should the country be put into a second national lockdown? #Lockdown #Coronavirus #SecondWave #SecondLockdown #BorisJohnson"
3865,2020-09-18 17:09:43+00:00,SusanKelly18,Infections in UK could now be doubling every 7 days.  There are now 1000 people in hospital.  This could be 4000 people in a month. This is a direct result of opening up the economy without setting up a functioning Test and Trace system. #UK #coronavirus
3866,2020-09-18 17:09:01+00:00,CndnSheepdog,"Remember when #Ontario needed the #COVID19  numbers to be below 200 to ease restrictions and we couldn't even see our families and there was no school?  We're at 401 cases, half with unknown epi-link, our kids are in school &amp; restaurants are open.  Why?  #covidontario"
3867,2020-09-18 17:08:58+00:00,MNCDFbombay,"Friends,
If you know any Covid-19 recovered patient, please encourage them for plasma donation. We have to many plasma requests but very less recovered patients are voluenteering to donate plasma. Please DM us if you know any donor. #MNCDFmedicalhelp #plasmadonation #COVID19"
3868,2020-09-18 17:08:22+00:00,alisonoconn,"Better human connection here from the Taoiseach - appreciating the sacrifices of everyone, aware of the anger, but stressing need to save lives and try to keep as many people as possible working. #COVID19"
3869,2020-09-18 17:08:22+00:00,DrGillLeighton,BREAKING: Every Premier in #Canada is demanding RIGHT NOW live on TV that Trudeau keeps his promise to fund #COVID19 health $ as it promised it would! They say they have only received about 20% maximum so far! Trudeau is a disgrace! @fordnation @jkenney @PremierScottMoe #cdnpoli
3870,2020-09-18 17:07:00+00:00,jkwan_md,I don’t understand why certain ‘leaders’ are still going around doing photo-ops instead of coming up with a clear plan to manage the rapid growth of #COVID19 cases &amp; communicating this plan clearly with everyone?
3871,2020-09-18 17:03:26+00:00,AdamJSchwarz,"Dido Harding: (17 September):

“I don’t think anybody was expecting to see the really sizeable increase in demand [for testing].""

Boris Johnson (18 September):

""It's been absolutely inevitable"" that a second wave would hit the UK.

#lockdownUK #COVID__19 #coronavirus"
3872,2020-09-18 17:02:59+00:00,KevinUncensored,"I've never taken a #COVID19 test?
Just haven't need to.

Am I in the minority?"
3873,2020-09-18 17:01:06+00:00,GHS,"Today, @WHO chief @DrTedros gave clear, evidence-based guidance to the 🌎:

""Continue to do the basics.
-Physical distancing
-Hand washing
-#WearAMask 
-Coughing &amp; sneezing safely
-Avoiding crowds
-Keeping windows &amp; doors open when you can’t meet outside.

DO IT ALL.""

 #COVID19"
3874,2020-09-18 16:56:08+00:00,Lisa_SEND,"In March 2020, #schools closed because it was unsafe for children due to #Coronavirus In March 2020, @UKParliament told us to keep children at home to slow the spread whilst they find a cure? @Number10press @educationgovuk questioning why my children are at school #EduTwitter"
3875,2020-09-18 16:49:09+00:00,metamelina,I have been asked to talk to j-schoolers @JournalismCU next week about being a video journalist during #COVID19 what do you think I should tell them? Self-care? Tough gig? RUN! ... Send me your tips please!
3876,2020-09-18 16:43:51+00:00,AbdulElSayed,"The Trump Administration is using $188,000 of #COVID19 relief funds to support the “National Commission to support Patriotic Education.”

🤦🏽‍♂️"
3877,2020-09-18 16:42:24+00:00,w_karve,"#COVID19 
Have Politicians and Media not realised the serious ramifications of #COVID Pandemic...? 
If so - why are they preoccupied with other issues instead of focusing on controlling #coronavirus...?"
3878,2020-09-18 16:40:50+00:00,JackDunc1,20% of the total people in hospital with #COVID19 have arrived in the last 2 days. Let that sink in. #lockdownUK
3879,2020-09-18 16:36:08+00:00,derekjames150,"A guy on CNN involved with producing a vaccine for #Covid19 said this: ""We already have a vaccine. It's called a face mask"". But, it's still not compulsory in the UK. Incredibly foolish!"
3880,2020-09-18 16:28:33+00:00,Derekcrim,"The fact the #COVID19 narrative in Canada rn is pretty much only about individual responsibility, policing, and punitive measures tells you everything you need to know about how ready we are to talk seriously about criminal justice reform in the country."
3881,2020-09-18 16:27:59+00:00,PTI_News,"Tamil Nadu reports 5,488 new #COVID19 cases, 67 more fatalities. Infection tally reaches 5,30,908, death toll 8,685. Number of active cases now 46,506."
3882,2020-09-18 16:27:19+00:00,CMOKerala,"September 18 | #COVID19 Update

4167 new cases. 
2744 recoveries
12 deaths

📈 Active cases: 35,724
📶 Total Recoveries: 90,089
👥 2,16,262 under observation. 

🧪 A total of 23,36,217 samples tested(across all categories). 
📍 614 hotspots."
3883,2020-09-18 16:25:11+00:00,HHepplewhite,"I’m confused. Surely hardly any deaths from #covid is what we all want to see..
right 🤷🏼‍♀️"
3884,2020-09-18 16:23:34+00:00,JoelHardenONDP,"With Dr. @VeraEtches confirming a second #COVID19 wave in Ottawa, all of us, myself included, must do our part to stop the spread and protect our loved ones. 

Please follow @ottawahealth for regular updates. We are a strong community and we will get through this together."
3885,2020-09-18 16:22:58+00:00,newschambers,"Breaking: 3 more people have died with #COVID19.

253 new cases - 116 in Dublin."
3886,2020-09-18 16:22:20+00:00,Kurmanath,"There used to be a mom-and-pop store opposite my apartment complex. It survived the might of organised retail. Withstood 'Heritage Fresh' and 'Ratnadeep', which opened outlets next to it, for over 10 years. But could not survive #COVID19. Shut shop. 
#CovidBlues"
3887,2020-09-18 16:22:05+00:00,nirav_mainecdc,"1/Good afternoon, everyone. @MEPublicHealth is reporting 5005 total #COVID19 cases in #Maine (+43). Of those, 4492 are confirmed (+34) and 513 are probable (+9). 

138 individuals have passed away w/#COVID19 (=) and 4335 have recovered (+18)."
3888,2020-09-18 16:21:13+00:00,mayorofhackney,"As well as wishing those a celebrating a safe &amp; happy #roshhashana2020, I'd like to thank @MrJoelFriedman @jccnorthlondon, Interlink, @Shomrim, @Hatzola &amp; all those who've helped deal with #COVID19 for their tireless work over the past six months to keep the community safe."
3889,2020-09-18 16:19:39+00:00,BenWinslow,"I'm in a conference call between Utah County mayors and health departments. They're discussing what to do because of the spike in #COVID19 cases. @DrAngelaCDunn says Utah Co. is #1 in COVID cases right now, followed by southern SL County. @fox13 #utpol #Utah"
3890,2020-09-18 16:15:22+00:00,airnewsalerts,#Meghalaya: State BJP launches a #COVID19 report card on the initiatives taken up by the party during the COVID 19 pandemic in the form of an e-book- Seva Hi Sangathan.
3891,2020-09-18 16:14:49+00:00,SimonHarrisTD,There are times when I struggle to know what to say. This is one of them. People are weary &amp; fragile &amp; yet #Covid19 remains &amp; we have to keep at it. Please be conscious of people’s stress &amp; anxiety. Even behind a smile could be a very worried person. Let’s look out for each other
3892,2020-09-18 16:14:42+00:00,DMalebranche,"Just checking...

Are you wearing a mask when you go out for a run or walk and no one is around you??
#COVID19"
3893,2020-09-18 16:14:34+00:00,PresidentRAI,It is hugely disappointing to hear the news coming from Dublin. I am devastated for my colleagues &amp; 50k employees that will be laid off this evening. Hospitality paying the price again whilst clusters are occurring in households @DonnellyStephen @MichealMartinTD @RAI_ie #COVID19
3894,2020-09-18 16:09:45+00:00,TizBreda,"#Guatemala's President Alejandro Giammattei is officially the 4th Latin American head of state to test positive for #COVID19, the 2nd in Central America."
3895,2020-09-18 16:08:45+00:00,Joyhenderson78,"Take a minute to write my book, come back to Twitter to find out we have 401 cases of #COVID19. According to @fordnation they're probably all due to weddings right? JFC!!"
3896,2020-09-18 16:05:49+00:00,Laurie_Garrett,"Just finished a 2+hrs TV shoot with #JohnHeilmann for this Sunday's ""The Circus"" on @Showtime.  Being #COVID19 wary, we shot outside &amp; the air pollution from West Coast 🔥 has my eyes and throat hurting like heck. This is the meaning of #planetaryhealth."
3897,2020-09-18 16:04:45+00:00,21WIRE,"Just informed by friends that their daughter &amp; her home room class have been sent home &amp; placed under house arrest (self isolation) for 14 days becuz someone in their year tested PCR positive for #Coronavirus. Not allowed to leave house. 

Adults are perpetrating a massive fraud."
3898,2020-09-18 16:04:40+00:00,akm5376,I can criticize @WHO's response to #COVID19 pandemic and simultaneously praise their efforts related to #malaria and #polio control. I am able to have two distinct thoughts in my head. Critique does not mean I am asking people to distrust WHO
3899,2020-09-18 15:55:44+00:00,rede4blacklives,"We have decades worth &amp; warehouses full of data on inequity in Canada. Why don't we put our energies to acting on the data that we already have on the abysmal treatment of Black, Indigenous, &amp; racialized people instead of demanding more #RaceBasedData? #Health #Privacy #COVID19"
3900,2020-09-18 15:55:04+00:00,asrkanth,"Dear All,

My dad still battling to win his #COVID19 war in ICU. Despite all the odds he is showing the spirit of an athlete. A request to extend your best wishes and prayers for his recovery. Need you guys help here. 

Many Thanks
Srikanth Addagiri"
3901,2020-09-18 15:53:52+00:00,ibeshello,"When will Republicans be held accountable for their complicity which has resulted in genocide?
#COVID19"
3902,2020-09-18 15:52:39+00:00,PTI_News,"Andhra Pradesh reports 8,096 new #COVID19 cases, 67 more fatalities. Infection tally crosses six lakh-mark, death toll rises to 5,244. There are 84,423 active cases in the state now."
3903,2020-09-18 15:49:51+00:00,cathynewman,Sage committee member Prof Andrew Hayward tells me on @TimesRadio that a #coronavirus Circuit break is needed. His message to the government? “Get on with it”
3904,2020-09-18 15:48:58+00:00,PTI_News,"Haryana records 23 more #COVID19 fatalities, 2,488 new cases. Infection tally rises to 1,06,261, death toll reaches 1,092. Number of active cases stands at 21,291: Health dept bulletin"
3905,2020-09-18 15:46:26+00:00,RTENewsPaulC,The Cabinet has signed off on NPHET  #COVID19 recommendations for #Dublin  - Taoiseach @MichealMartinTD to give a statement at 6pm. Tune into @rtenews 6:1 with @mcculld and @CaitrionaPerry . Also on @drivetimerte
3906,2020-09-18 15:44:43+00:00,kaylamarieTO,The Canada-U.S. border closure has been extended to Oct. 21 #COVID19
3907,2020-09-18 15:44:42+00:00,LiaquatShahwani,"#CM Balochistan @jam_kamal visited #NCOC was given briefing on #COVID.
Bln Govt has done tremendous job in coping with d challenges of #Corona,established 96 Isolation facilities2148beded,68 quarantine for8000 ,5 Labs with capacity of 2604Tests &amp; 3 more Labs ll b established soon"
3908,2020-09-18 15:43:27+00:00,ShehabKhan,"NEW: 4,322 new cases of #COVID19 in the UK according to the daily stats. 

It's the highest daily number since May."
3909,2020-09-18 15:42:08+00:00,vonderleyen,We're strongly committed to deliver on a future #coronavirus vaccine. The contract we signed today with @Sanofi-@GSK secures Europeans' access to a vaccine. And EU firms up its support to COVAX with an initial €230 million in cash to purchase vaccines for lower income countries.
3910,2020-09-18 15:41:27+00:00,TondaMacC,"BQ leader Yves-Francois Blanchet tests positive for #COVID19, which means Parliament's return just got a whole lot more complicated."
3911,2020-09-18 15:39:31+00:00,tracysherlock,The British Columbia Teachers Federation @bctf  has applied to the Labour Relations Board with concerns about their working conditions in schools during #covid19 #bced More details to come.
3912,2020-09-18 15:36:10+00:00,krushowy,"NEW: Appleby College, private school in Oakville, reports 3rd? case of 
#COVID19, male boarding student w/mild symptoms,  he ""tested&amp;placed in isolation  as precaution. He has remained in isolation&amp;will remain there fully recovered."" He had not travelled, as 2 others had
#onted"
3913,2020-09-18 15:33:42+00:00,Garrett_Archer,"#Arizona  #COVID19 report (9/18)
Confirmed Cases: 212,942
New Cases: 1,281
WoW Change: 91%
Confirmed Deaths: 5,451
New Deaths: 42
Diagnostic tests: 1,358,154
Newly tests: 8,038
Serology tests: 281,052
New Antibody: 868

Past reports:
9/11: 521
9/4: 728
8/28: 519

1/3"
3914,2020-09-18 15:27:28+00:00,Dragonfly_Darcy,"So I die from Covod and people reply with ""well, she had underlying health issues"" I hope some of y'all punch them in the face. Also ima haunt their sorry asses until they learn that the lives if chronically ill people &amp; the ones we love also matter. 

#COVID19"
3915,2020-09-18 15:26:32+00:00,MercedesGlobal,"#Breaking Ottawa is now in a second wave of #COVID19 says Ottawa's Medical Officer of Health, Dr. Vera Etches."
3916,2020-09-18 15:20:53+00:00,SmallRedOne,"Just a general feedback from the frontline. The ct values we’re seeing during this upsurge are highly indicative of very acute infection. Numbers in the low teens are not that uncommon. None of this is unexpected, all of it is real. #COVID19 #KeepYourDistance #WashYourHands"
3917,2020-09-18 15:12:32+00:00,AliBeckZeck,"If medical error is the third leading cause of death can we now include medical misinformation in that statistic too? The lockdown &amp; response to #COVID are surging death rates in all other categories: suicides, heart disease &amp; heart attacks, all due to overblown hype of a virus."
3918,2020-09-18 15:06:42+00:00,BrokeBritannia,"Holy crap, 4322 new #covid19 cases today!!! 

This is insane - We are back in April! 

Thats jump of 1k!"
3919,2020-09-18 15:04:24+00:00,JosephWongUT,"Great visit by @DFisman to my class with @munkschool @UofT_dlsph @uoftengineering @rotmanschool - terrific discussion about #COVID19, epidemiology and the world. Terrific insights into tension / interaction of rapidly changing scientific knowledge and agile policymaking."
3920,2020-09-18 14:59:18+00:00,broadbent,"All eyes are on the federal gov for a recovery plan. Only 19% of Canadians think the worst of #covid19 is behind us, 64% want bold changes in our social and economic systems.@theJagmeetSingh's speech today may lay important ground for the minority government's choices. #cdnpol"
3921,2020-09-18 14:58:58+00:00,BartoloClayton,"Your personal privacy is our priority. 

The #Malta #COVID-19 app will guarantee the protection of your personal data through a collection process that is built on anonymity.

No personal or location-related data is gathered and no private information is revealed."
3922,2020-09-18 14:58:14+00:00,derekjames150,"I hear #BorisJohnson is now  planning to test 10million people per day for #Covid19, having never even  achieved his previous 100,000 people per day target. That's &lt;1% of his new target. Pie in the sky???"
3923,2020-09-18 14:42:51+00:00,TOIMumbai,"#Maharashtra reported 21,656 new #COVID19 cases, 22,078 recoveries and 405 deaths today, taking total cases to 11,67,496

#CoronavirusOutbreak #MaharashtraFightsCorona"
3924,2020-09-18 14:40:12+00:00,SteveFDA,"No time in recent memory has shone as bright a light on the work of FDA review staff. We understand the importance of being as transparent as possible about the work we do, including how FDA will make decisions regarding #COVID19 vaccines. #FDAVaccineFacts"
3925,2020-09-18 14:38:38+00:00,PTI_News,"868 more people test positive for #COVID19 in Uttarakhand, infection tally rises to 38,007. Four more fatalities take death toll to 464. Number of active cases stands at 11,293: Health dept bulletin"
3926,2020-09-18 14:35:38+00:00,PTI_News,"89 new #COVID19 cases recorded in Meghalaya, infection tally rises to 4,447. Two more fatalities push death toll to 34. The state currently has 1,976 active cases: Health dept official"
3927,2020-09-18 14:32:56+00:00,GovLarryHogan,"According to @BLS_gov, Maryland added 24,200 jobs in August, and the unemployment rate decreased to 6.9%—more than 18% lower than the national unemployment rate. Maryland has now gained 183,200 jobs during the ongoing recovery from the #COVID19 pandemic."
3928,2020-09-18 14:32:13+00:00,ElginCharles,"TikTok &amp; WeChat will be banned from all U.S. app stores on Sunday, Sept. 20th, according to a new executive order issued by Donald Trump.

He couldn't care less about social unrest, 200k #COVID19 related deaths, or record unemployment. He's focused on teens ""hitting The Woah"". 🤡"
3929,2020-09-18 14:31:54+00:00,robertbenzie,"There are 58 people in Ontario hospitals with #COVID19 up from 53 yesterday. Today, 20 are in ICU, 10 on ventilators. (Yesterday there were 21 in ICU and 12 being vented.) No new deaths today.
#onpoli"
3930,2020-09-18 14:31:34+00:00,richardcalhoun,"#COVID19 

With spike in infections but not in deaths we should not double down on #Lockdowns

The answer must be to advise the vulnerable &amp; elderly to take care &amp; lock themselves down if they wish? 

Open up the economy to the rest of the population

Otherwise its armageddon"
3931,2020-09-18 14:30:16+00:00,ZackFinkNews,"Per @NYGovCuomo, the latest positive testing rate for #Coronavirus in New York City was 0.9%. 10 people lost their lives to the virus in New York State in the last 24 hours, and 478 people remain hospitalized statewide."
3932,2020-09-18 14:25:17+00:00,AnaCabrera,London’s New Year’s Eve firework display cancelled due to #coronavirus
3933,2020-09-18 14:24:00+00:00,mbachelet,#COVID19 has exposed deep inequalities in our societies. We need a much more effective model of prosperity that includes everyone and truly leaves no one behind.
3934,2020-09-18 14:23:56+00:00,Harryslaststand,"I don't think it's much of a stretch to presume that those people who refuse to wear a mask in enclosed spaces, that don't have any underlining health condition that would prevent them from wearing one, like being decapitated, are most likely conservatives and racists. #COVID19"
3935,2020-09-18 14:22:23+00:00,TheBTAorg,"We are thrilled to announce that our CEO, @CliveWratten has won a @thePeopleAwards Business Travel Award 2020! Clive has gone above and beyond during the #COVID19 crisis to support the business travel industry and its workforce – Congratulations! 🥂 #YourBTA"
3936,2020-09-18 14:20:41+00:00,brandongonez,"#BREAKING: 401 new cases of #Covid19 reported in Ontario today. 

Breakdown of majority of new cases:

Toronto: 130
Peel Region: 82
Ottawa: 61 

Health Minister @celliottability says 67% of today’s new cases are in people under the age of 40."
3937,2020-09-18 14:19:22+00:00,KellyQuilt,"It’s time to stay in folks. Stay home as much as you can, we need to act now #COVID19"
3938,2020-09-18 14:19:18+00:00,PTI_News,"Jammu &amp; Kashmir's #COVID19 infection tally crosses 60,000-mark with 1,330 new cases being reported. Fifteen more fatalities push death toll to 966. Number of active cases in the UT stands at 20,770: Officials"
3939,2020-09-18 14:16:58+00:00,derekjames150,"Using current projections, the number of newly confirmed #Covid19 cases will be higher in October than in March/April. Hospitalizations and ICU cases will of course be increasing as well. Phase two is already here. All thanks to our inept Government!"
3940,2020-09-18 14:16:38+00:00,celliottability,"Ontario is reporting 401 cases of #COVID19 as over 35,800 tests were completed. Locally, there are 130 new cases in Toronto with 82 in Peel and 61 in Ottawa. 67% of today’s new cases are in people under the age of 40."
3941,2020-09-18 14:02:12+00:00,Verde1957,Christina Pagel of @IndependentSage points out that hospital admissions will reach the levels of March 17th by next weekend and those reached by #lockdown in early October if nothing is done! Why is the government not acting NOW? #COVID19 Limit exposure #returntowork #pubs 😷🦠
3942,2020-09-18 14:02:01+00:00,DHS_Wolf,"We continue to work with our Canadian and Mexican partners to slow the spread of #COVID19. Accordingly, we have agreed to extend the limitation of non-essential travel at our shared land ports of entry through October 21."
3943,2020-09-18 14:01:57+00:00,PTI_News,"Kerala reports 4,167 new #COVID19 cases, 12 more fatalities. Infection tally rises to 1,26,381, death toll now 501."
3944,2020-09-18 14:00:51+00:00,rcoreyb,"Briefing lawmakers today, Ethiopian Health Minister Lia Tadesse said:

- elections can go ahead provided the country takes  precautions
- 78% of Ethiopia's #COVID19 cases are asymptomatic
- -Gambella city has highest positivity rate at 9.3%, while Addis Ababa's is 4.1%"
3945,2020-09-18 13:58:49+00:00,Lisa_Haven,"The pandemic is being used as a cover story for both a global wealth redistribution scheme, and for the implementation of a technocratic system of totalitarian rule by unelected leaders. #COVID__19 #COVID19"
3946,2020-09-18 13:54:45+00:00,SusanJonesArts,"Generalisations about #artists that bug me: they're auto #resilient: a #talentpipeline that in #covid19 just ""rolled up their sleeves"" &amp; ""modelled effective home-working, self-care &amp; innovative creative solutions’ (say others luckily not themselves #selfemployed nor #precarious"
3947,2020-09-18 13:52:11+00:00,twitt_twoo72,"Hey you lovely Twittheads 🥰

Let’s pretend for a few hours that Covid doesn’t exist.. If you could do ANYTHING this weekend, what would you choose to do? 

#thinkoutsidethebox 
#COVID19"
3948,2020-09-18 13:51:56+00:00,TOIDelhi,"4,127 fresh #coronavirus cases push #Delhi 's tally to over 2.38 lakh; death toll mounts to 4,907, reports PTI quoting authorities

#COVID19Pandemic"
3949,2020-09-18 13:49:50+00:00,naretevduorp,Any debate that doesn't include video/audio of Trump lying to the American People about #COVID19 (and other key issues) will constitute journalistic malpractice.
3950,2020-09-18 13:48:48+00:00,UEFA,👉 UEFA is among leading stakeholders who have come together to look for innovative solutions to help football during the #COVID19 pandemic...
3951,2020-09-18 13:47:17+00:00,PTI_News,"Nagaland records 51 new #COVID19 cases, pushing the infection tally in the state to 5,357: Health Minister S Pangnyu Phom"
3952,2020-09-18 13:47:04+00:00,DowNewsroom,"Yesterday, @JimFitterling joined @CNBCClosingBell to talk with @SaraEisen and @WilfredFrost about how we're recovering from #COVID19 in the short term while not losing sight of our goal to end plastic waste and achieve carbon neutrality in the long term."
3953,2020-09-18 13:44:29+00:00,ShireenGhorbani,Quick reminder: The acceptable number of teacher and staff deaths from #COVID19 is zero. The acceptable number of student deaths is also zero. #utpol #uted
3954,2020-09-18 13:38:14+00:00,JohnTory,"Yesterday, the province announced new restrictions on social gatherings to 25 people outside and 10 people indoors. Residents are reminded to be safe this weekend so we can stop the spread of #COVID19."
3955,2020-09-18 13:37:05+00:00,lokesh_169,"A friends' father is hospitalised with #COVID19 &amp; needs #plasma. Any leads Kindly DM.
 
Patient Name : Dattatreya Murgod
Place: Hubli, Vivekananda Hospital.
Requirement : O negative plasma (Covid recovered)
Ph: 8123910304-Kishore( attendee)

Tweeple's Plz Retweet, #plasmadonation"
3956,2020-09-18 13:34:12+00:00,Paris__G,"Well ... less hospitalizations, less deaths , more tests, younger peeps getting it ... this 2nd possible wave seems less powerful than the first which happens BUT keep up the safe practices please 🤔 #COVID19 🇨🇦"
